"sample","experiment_accession","run_accession","sample_accession","experiment_alias","run_alias","sample_alias","experiment_title","sample_title","sample_description"
"SRX5164886","SRX5164886","SRR8353737","SAMN10616131","B945-M08","B945-M08","B945-M08","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B945-M08","Collection Country: USA Collection Year: 2013"
"SRX5164887","SRX5164887","SRR8353738","SAMN10616132","B453-M08","B453-M08","B453-M08","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B453-M08","Collection Country: USA Collection Year: 2013"
"SRX5164888","SRX5164888","SRR8353739","SAMN10616133","B964-M08","B964-M08","B964-M08","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B964-M08","Collection Country: USA Collection Year: 2012"
"SRX5164889","SRX5164889","SRR8353740","SAMN10616134","B503-M08","B503-M08","B503-M08","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B503-M08","Collection Country: USA Collection Year: 2013"
"SRX5164890","SRX5164890","SRR8353741","SAMN10616135","B941-M08","B941-M08","B941-M08","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B941-M08","Collection Country: USA Collection Year: 2013"
"SRX5164891","SRX5164891","SRR8353742","SAMN10616136","B440-M08","B440-M08","B440-M08","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B440-M08","Collection Country: USA Collection Year: 2012"
"SRX5164892","SRX5164892","SRR8353743","SAMN10616137","B972-M08","B972-M08","B972-M08","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B972-M08","Collection Country: USA Collection Year: 2013"
"SRX5164893","SRX5164893","SRR8353744","SAMN10616138","B511-M08","B511-M08","B511-M08","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B511-M08","Collection Country: USA Collection Year: 2013"
"SRX5164894","SRX5164894","SRR8353745","SAMN10616139","B957-M08","B957-M08","B957-M08","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B957-M08","Collection Country: USA Collection Year: 2013"
"SRX5164895","SRX5164895","SRR8353746","SAMN10616140","B493-M08","B493-M08","B493-M08","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B493-M08","Collection Country: USA Collection Year: 2013"
"SRX5164896","SRX5164896","SRR8353747","SAMN10616141","B702-M08","B702-M08","B702-M08","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B702-M08","Collection Country: USA Collection Year: 2013"
"SRX5164897","SRX5164897","SRR8353748","SAMN10616142","B928-M08","B928-M08","B928-M08","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B928-M08","Collection Country: USA Collection Year: 2013"
"SRX5164898","SRX5164898","SRR8353749","SAMN10616143","B991-M08","B991-M08","B991-M08","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B991-M08","Collection Country: USA Collection Year: 2013"
"SRX5164899","SRX5164899","SRR8353750","SAMN10615593","B680-M08","B680-M08","B680-M08","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B680-M08","Collection Country: USA Collection Year: 2012"
"SRX5164900","SRX5164900","SRR8353751","SAMN10615594","B692-M08","B692-M08","B692-M08","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B692-M08","Collection Country: USA Collection Year: 2013"
"SRX5164901","SRX5164901","SRR8353752","SAMN10615595","B688-M08","B688-M08","B688-M08","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B688-M08","Collection Country: USA Collection Year: 2013"
"SRX5164902","SRX5164902","SRR8353753","SAMN10615596","B988-M08","B988-M08","B988-M08","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B988-M08","Collection Country: USA Collection Year: 2012"
"SRX5164903","SRX5164903","SRR8353754","SAMN10615597","B512-M08","B512-M08","B512-M08","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B512-M08","Collection Country: USA Collection Year: 2013"
"SRX5164904","SRX5164904","SRR8353755","SAMN10615598","B686-M08","B686-M08","B686-M08","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B686-M08","Collection Country: USA Collection Year: 2013"
"SRX5164905","SRX5164905","SRR8353756","SAMN10615599","B937-M08","B937-M08","B937-M08","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B937-M08","Collection Country: USA Collection Year: 2013"
"SRX5164906","SRX5164906","SRR8353757","SAMN10615600","B782-M08","B782-M08","B782-M08","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B782-M08","Collection Country: USA Collection Year: 2013"
"SRX5164907","SRX5164907","SRR8353758","SAMN10615601","B043-M10","B043-M10","B043-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B043-M10","Collection Country: USA Collection Year: 2013"
"SRX5164908","SRX5164908","SRR8353759","SAMN10615602","B778-M08","B778-M08","B778-M08","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B778-M08","Collection Country: USA Collection Year: 2013"
"SRX5164909","SRX5164909","SRR8353760","SAMN10615603","B069-M10","B069-M10","B069-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B069-M10","Collection Country: USA Collection Year: 2013"
"SRX5164910","SRX5164910","SRR8353761","SAMN10615604","B809-M08","B809-M08","B809-M08","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B809-M08","Collection Country: USA Collection Year: 2013"
"SRX5164911","SRX5164911","SRR8353762","SAMN10615605","B005-M10","B005-M10","B005-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B005-M10","Collection Country: USA Collection Year: 2012"
"SRX5164912","SRX5164912","SRR8353763","SAMN10615606","B754-M08","B754-M08","B754-M08","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B754-M08","Collection Country: USA Collection Year: 2012"
"SRX5164913","SRX5164913","SRR8353764","SAMN10615607","B079-M10","B079-M10","B079-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B079-M10","Collection Country: USA Collection Year: 2013"
"SRX5164914","SRX5164914","SRR8353765","SAMN10615608","B819-M08","B819-M08","B819-M08","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B819-M08","Collection Country: USA Collection Year: 2013"
"SRX5164915","SRX5164915","SRR8353766","SAMN10615609","B050-M10","B050-M10","B050-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B050-M10","Collection Country: USA Collection Year: 2012"
"SRX5164916","SRX5164916","SRR8353767","SAMN10615610","B791-M08","B791-M08","B791-M08","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B791-M08","Collection Country: USA Collection Year: 2013"
"SRX5164917","SRX5164917","SRR8353768","SAMN10615611","B148-M10","B148-M10","B148-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B148-M10","Collection Country: USA Collection Year: 2012"
"SRX5164918","SRX5164918","SRR8353769","SAMN10615612","B911-M08","B911-M08","B911-M08","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B911-M08","Collection Country: USA Collection Year: 2013"
"SRX5164919","SRX5164919","SRR8353770","SAMN10615613","B103-M10","B103-M10","B103-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B103-M10","Collection Country: USA Collection Year: 2013"
"SRX5164920","SRX5164920","SRR8353771","SAMN10615614","B122-M10","B122-M10","B122-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B122-M10","Collection Country: USA Collection Year: 2013"
"SRX5164921","SRX5164921","SRR8353772","SAMN10615615","B906-M08","B906-M08","B906-M08","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B906-M08","Collection Country: USA Collection Year: 2013"
"SRX5164922","SRX5164922","SRR8353773","SAMN10615616","B085-M10","B085-M10","B085-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B085-M10","Collection Country: USA Collection Year: 2013"
"SRX5164923","SRX5164923","SRR8353774","SAMN10615617","B836-M08","B836-M08","B836-M08","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B836-M08","Collection Country: USA Collection Year: 2013"
"SRX5164924","SRX5164924","SRR8353775","SAMN10615618","B109-M10","B109-M10","B109-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B109-M10","Collection Country: USA Collection Year: 2012"
"SRX5164925","SRX5164925","SRR8353776","SAMN10615619","B900-M08","B900-M08","B900-M08","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B900-M08","Collection Country: USA Collection Year: 2012-2014"
"SRX5164926","SRX5164926","SRR8353777","SAMN10615620","B165-M10","B165-M10","B165-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B165-M10","Collection Country: USA Collection Year: 2012"
"SRX5164927","SRX5164927","SRR8353778","SAMN10615621","B917-M08","B917-M08","B917-M08","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B917-M08","Collection Country: USA Collection Year: 2013"
"SRX5164928","SRX5164928","SRR8353779","SAMN10615622","B351-M10","B351-M10","B351-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B351-M10","Collection Country: USA Collection Year: 2013"
"SRX5164929","SRX5164929","SRR8353780","SAMN10615623","B182-M10","B182-M10","B182-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B182-M10","Collection Country: USA Collection Year: 2013"
"SRX5164930","SRX5164930","SRR8353781","SAMN10615624","B325-M10","B325-M10","B325-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B325-M10","Collection Country: USA Collection Year: 2014"
"SRX5164931","SRX5164931","SRR8353782","SAMN10615625","B178-M10","B178-M10","B178-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B178-M10","Collection Country: USA Collection Year: 2013"
"SRX5164932","SRX5164932","SRR8353783","SAMN10615626","B375-M10","B375-M10","B375-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B375-M10","Collection Country: USA Collection Year: 2013"
"SRX5164933","SRX5164933","SRR8353784","SAMN10615627","B198-M10","B198-M10","B198-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B198-M10","Collection Country: USA Collection Year: 2012"
"SRX5164934","SRX5164934","SRR8353785","SAMN10615628","B291-M10","B291-M10","B291-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B291-M10","Collection Country: USA Collection Year: 2013"
"SRX5164935","SRX5164935","SRR8353786","SAMN10615629","B168-M10","B168-M10","B168-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B168-M10","Collection Country: USA Collection Year: 2014"
"SRX5164936","SRX5164936","SRR8353787","SAMN10615630","B363-M10","B363-M10","B363-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B363-M10","Collection Country: USA Collection Year: 2013"
"SRX5164937","SRX5164937","SRR8353788","SAMN10615631","B421-M10","B421-M10","B421-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B421-M10","Collection Country: USA Collection Year: 2012"
"SRX5164938","SRX5164938","SRR8353789","SAMN10615632","B272-M10","B272-M10","B272-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B272-M10","Collection Country: USA Collection Year: 2013"
"SRX5164939","SRX5164939","SRR8353790","SAMN10615633","B400-M10","B400-M10","B400-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B400-M10","Collection Country: USA Collection Year: 2014"
"SRX5164940","SRX5164940","SRR8353791","SAMN10615634","B221-M10","B221-M10","B221-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B221-M10","Collection Country: USA Collection Year: 2013"
"SRX5164941","SRX5164941","SRR8353792","SAMN10615635","B419-M10","B419-M10","B419-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B419-M10","Collection Country: USA Collection Year: 2013"
"SRX5164942","SRX5164942","SRR8353793","SAMN10615636","B230-M10","B230-M10","B230-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B230-M10","Collection Country: USA Collection Year: 2012"
"SRX5164943","SRX5164943","SRR8353794","SAMN10615637","B398-M10","B398-M10","B398-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B398-M10","Collection Country: USA Collection Year: 2013"
"SRX5164944","SRX5164944","SRR8353795","SAMN10615638","B209-M10","B209-M10","B209-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B209-M10","Collection Country: USA Collection Year: 2013"
"SRX5164945","SRX5164945","SRR8353796","SAMN10615639","B405-M10","B405-M10","B405-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B405-M10","Collection Country: USA Collection Year: 2013"
"SRX5164946","SRX5164946","SRR8353797","SAMN10615640","B224-M10","B224-M10","B224-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B224-M10","Collection Country: USA Collection Year: 2013"
"SRX5164947","SRX5164947","SRR8353798","SAMN10615641","B522-M10","B522-M10","B522-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B522-M10","Collection Country: USA Collection Year: 2013"
"SRX5164948","SRX5164948","SRR8353799","SAMN10615642","B287-M10","B287-M10","B287-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B287-M10","Collection Country: USA Collection Year: 2013"
"SRX5164949","SRX5164949","SRR8353800","SAMN10615643","B562-M10","B562-M10","B562-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B562-M10","Collection Country: USA Collection Year: 2013"
"SRX5164950","SRX5164950","SRR8353801","SAMN10615644","B651-M10","B651-M10","B651-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B651-M10","Collection Country: USA Collection Year: 2013"
"SRX5164951","SRX5164951","SRR8353802","SAMN10615645","B559-M10","B559-M10","B559-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B559-M10","Collection Country: USA Collection Year: 2013"
"SRX5164952","SRX5164952","SRR8353803","SAMN10615646","B582-M10","B582-M10","B582-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B582-M10","Collection Country: USA Collection Year: 2013"
"SRX5164953","SRX5164953","SRR8353804","SAMN10615647","B423-M10","B423-M10","B423-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B423-M10","Collection Country: USA Collection Year: 2013"
"SRX5164954","SRX5164954","SRR8353805","SAMN10615648","B543-M10","B543-M10","B543-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B543-M10","Collection Country: USA Collection Year: 2013"
"SRX5164955","SRX5164955","SRR8353806","SAMN10615649","B644-M10","B644-M10","B644-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B644-M10","Collection Country: USA Collection Year: 2013"
"SRX5164956","SRX5164956","SRR8353807","SAMN10615650","B583-M10","B583-M10","B583-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B583-M10","Collection Country: USA Collection Year: 2013"
"SRX5164957","SRX5164957","SRR8353808","SAMN10615651","B576-M10","B576-M10","B576-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B576-M10","Collection Country: USA Collection Year: 2013"
"SRX5164958","SRX5164958","SRR8353809","SAMN10615652","B666-M10","B666-M10","B666-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B666-M10","Collection Country: USA Collection Year: 2012"
"SRX5164959","SRX5164959","SRR8353810","SAMN10615653","B634-M10","B634-M10","B634-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B634-M10","Collection Country: USA Collection Year: 2013"
"SRX5164960","SRX5164960","SRR8353811","SAMN10615654","B511-M10","B511-M10","B511-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B511-M10","Collection Country: USA Collection Year: 2013"
"SRX5164961","SRX5164961","SRR8353812","SAMN10615655","B503-M10","B503-M10","B503-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B503-M10","Collection Country: USA Collection Year: 2013"
"SRX5164962","SRX5164962","SRR8353813","SAMN10615656","B590-M10","B590-M10","B590-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B590-M10","Collection Country: USA Collection Year: 2013"
"SRX5164963","SRX5164963","SRR8353814","SAMN10615657","B440-M10","B440-M10","B440-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B440-M10","Collection Country: USA Collection Year: 2012"
"SRX5164964","SRX5164964","SRR8353815","SAMN10615658","B620-M10","B620-M10","B620-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B620-M10","Collection Country: USA Collection Year: 2012"
"SRX5164965","SRX5164965","SRR8353816","SAMN10615659","B493-M10","B493-M10","B493-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B493-M10","Collection Country: USA Collection Year: 2013"
"SRX5164966","SRX5164966","SRR8353817","SAMN10615660","B640-M10","B640-M10","B640-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B640-M10","Collection Country: USA Collection Year: 2013"
"SRX5164967","SRX5164967","SRR8353818","SAMN10615661","B512-M10","B512-M10","B512-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B512-M10","Collection Country: USA Collection Year: 2014"
"SRX5164968","SRX5164968","SRR8353819","SAMN10615662","B400-M06","B400-M06","B400-M06","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B400-M06","Collection Country: USA Collection Year: 2013"
"SRX5164969","SRX5164969","SRR8353820","SAMN10615663","B900-M06","B900-M06","B900-M06","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B900-M06","Collection Country: USA Collection Year: 2012-2014"
"SRX5164970","SRX5164970","SRR8353821","SAMN10615664","B209-M06","B209-M06","B209-M06","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B209-M06","Collection Country: USA Collection Year: 2013"
"SRX5164971","SRX5164971","SRR8353822","SAMN10615665","B728-M06","B728-M06","B728-M06","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B728-M06","Collection Country: USA Collection Year: 2013"
"SRX5164972","SRX5164972","SRR8353823","SAMN10615666","B511-M06","B511-M06","B511-M06","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B511-M06","Collection Country: USA Collection Year: 2013"
"SRX5164973","SRX5164973","SRR8353824","SAMN10615667","B221-M06","B221-M06","B221-M06","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B221-M06","Collection Country: USA Collection Year: 2013"
"SRX5164974","SRX5164974","SRR8353825","SAMN10615668","B917-M06","B917-M06","B917-M06","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B917-M06","Collection Country: USA Collection Year: 2013"
